No#,DESCRIPCION ,DESCRIPCION EXTENDIDA,MARCA,MODELO,  No# SERIE,FAMILIA,COD CDA,FACTURA,PROVEEDOR,F# ADQ,V# ADQ,F# GT,UB,RESPONSABLE,EST
453,1,PLASTICO AZUL ,65,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
455,1,PLASTICO AZUL ,65,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
456,116,PLASTICO AZUL,159,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
457,117,PLASTICO BLANCO,63,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
458,119,PLASTICO TRANSPARENTE,63,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
459,119,PLASTICO TRANSPARENTE,63,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
460,144,PLASTICO CAFÉ,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
461,291,PLASTICO BLANCO METROCELL,20,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,R
462,314,CORTO PUNZANTE PLASTICO ROJO,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
463,274,METALICO DORADO,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
464,291,DE PARED NARANJA-BARBIE,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
465,223,BLANCO-ROSADO,31,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,R
466,88,DORADO,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
467,143,100 X 100 CMTS,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
468,204,NEGRAS,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
469,313,PLASTICO BLANCO,147,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
470,291,PEQUEÑO AZUL-GRIS,33,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,R
471,26,PLASTICO BLANCO,151,146,EX203,1,NULL,NULL,NULL,NULL,NULL,NULL,2,rmoreira,B
472,321,NEGRO DE PARED,163,146,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
473,288,BLANCO,157,146,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
474,34,MADERA BLANCA,157,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
475,34,MADERA BLANCA,157,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,R
476,221,MADERA BLANCA 5 CAJONES,157,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
477,299,YUTE AZUL,157,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
478,299,YUTE AZUL,157,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
479,300,ROSADO,76,146,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,R
480,169,BLANCA,76,146,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
481,137,BLANCA,76,146,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
482,330,BLANCO AZUL,76,146,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
483,312,ROSADO,76,146,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
484,308,BLANCO,76,146,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
485,331,GRIS,128,48,PANA III,5,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
486,219,GRIS,128,76,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
487,240,GRIS,128,72,C9778661,5,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
488,51,GRIS,128,5,MAX25000RPM,5,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
490,170,BLANCA,104,146,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
491,72,BLANCO,42,143,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
492,231,Ninguno,157,146,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
493,64,METAL GRIS,69,148,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
494,146,METALICO,189,140,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
495,1,PLASTICO BLANCO ,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
496,1,PLASTICO BLANCO ,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
497,1,PLASTICO BLANCO ,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
498,1,PLASTICO VERDE  ,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
499,1,PLASTICO AZUL,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
500,1,METALICO TRANSPARENTE,92,82,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
501,2,METALICO    ,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
502,2,BLANCO TRANSPARENTE  PLASTICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,R
503,36,METALICOS,46,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
504,36,METALICOS,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
505,36,METALICOS,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
506,36,METALICOS,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
507,42,METALICA PORTA INSTRUMENTAL,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
508,42,METALICA PORTA INSTRUMENTAL,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
509,55,METALICA,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
510,55,METALICA,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
511,104,METALICA # 23,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
512,104,METALICA # 23,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
513,104,METALICA # 5,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
514,104,METALICA # 5,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,DAÑA
515,104,METALICA # 14,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
516,104,METALICA # 14,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,D
517,108,METALICA M13-14,9,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
518,108,METALICA M13-14,9,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
519,108,METALICA 17-18,9,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
520,108,METALICA 17-18,9,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
521,150,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
522,150,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
523,150,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
524,150,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
525,150,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
526,150,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
528,150,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
529,150,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
530,150,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
531,150,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
532,150,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
533,150,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
534,150,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
535,150,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
536,150,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
537,139,DE CEMENTO METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
538,139,DE CEMENTO METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
539,139,DE LECRON METALICO,137,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
540,157,FOTOCURADO NARANJA PLASTICA,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
541,157,TRANSPARENTES PLASTICAS,56,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
542,157,TRANSPARENTES FILO AZUL PLASTICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
543,139,DE RESINA METALICA # 4,9,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
544,139,DE RESINA METALICA # 8 A,9,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
545,139,DE RESINA METALICA # 6,9,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
546,139,DE RESINA METALICA,115,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
547,139,PARA PASTA  METALICA,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
548,139,PARA PASTA  METALICA,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
549,139,PARA PASTA  METALICA,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
550,164,METALICO,80,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
551,164,METALICO,80,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
552,206,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
553,206,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
554,206,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
555,206,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
556,206,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
557,206,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
558,206,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
559,206,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
560,206,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
561,206,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
562,206,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
563,206,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
564,206,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
566,206,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
567,206,METALICO,106,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
568,112,METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
569,112,METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
570,39,METAICO,46,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
571,50,METALICO,45,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
572,50,METALICO,45,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
573,50,METALICO,45,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
574,50,METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
575,50,METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
576,257,METAL-PLASTICO AZUL,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
577,257,METAL-PLASTICO ROJO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
578,257,METAL-PLASTICO CELESTE,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,REG
579,249,METALICA,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
580,249,METALICA,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
581,256,METALICAS GRANDES,166,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
582,256,METALICAS GRANDES,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
583,244,METALICA,110,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
584,244,METALICA,110,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
585,244,METALICA,110,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
586,244,METALICA,110,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
587,244,METALICA,110,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
588,244,METALICA,110,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
589,244,METALICA,110,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
590,244,METALICA,110,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
591,244,METALICA,90,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
592,244,METALICA,90,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
593,244,METALICA,90,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
594,244,METALICA,90,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
595,244,METALICA,90,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
596,244,METALICA,90,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
597,244,METALICA,90,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
598,244,METALICA,90,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
599,268,METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
600,279,VERDES ,39,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
601,279,VERDES ,39,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
602,279,VERDES ,39,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
603,279,PLOMA,39,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
605,279,METALICO,42,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,DAÑA
606,270,METALICA,184,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
607,270,METALICA,184,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
608,270,METALICA,184,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
609,329,METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
610,329,METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,R
611,316,METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
612,315,METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
613,324,CURVA METALICA,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
614,294,METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
615,307,METALICO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
616,202,TRANSPARENTE,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
617,139,DE YESO MADERA METAL,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
618,318,PLATICO ROJO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,N
619,97,PLASTICAS GRANDES VERDES,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
620,97,PLASTICAS GRANDES VERDES,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
621,97,PLASTICAS GRANDES ROJO,157,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
622,311,PLASTICO VERDE,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
623,313,ACERO ,97,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,NUEVO
624,314,CORTO PUNZANTE PLASTICO ROJO,157,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
625,119,PLASTICO BLANCO,63,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
626,117,PLASTICO BLANCO,63,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
627,223,BLANCO ROSADO,31,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
628,292,BLANCO,149,146,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,jlandi,B
629,321,NEGRO,163,89,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
630,221,BLANCO GRANDE,157,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
631,34,BLANCO,157,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
632,299,YUTE AZUL,157,146,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
633,300,VERDE,76,103,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
634,137,BLANCA,76,145,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
635,330,VERDE,76,49,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
636,170,BLANCA,76,128,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
637,312,VERDE ,76,146,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
638,308,BLANCO,76,161,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
639,146,GRIS,170,146,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
640,331,GRIS,128,124,C4296185,5,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
642,241,GRIS,128,72,D4780227,5,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
643,240,GRIS,128,77,E4798130,5,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
644,51,GRIS,128,112,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
645,295,BLANCO,40,156,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
646,72,BLANCO,42,143,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
647,120,GRIS,160,146,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
648,242,GRIS,14,51,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
649,130,BLANCO,68,78,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
650,216,BLANCO,157,146,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
651,271,METALICAS GRANDES,111,146,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
652,271,METALICAS GRANDES,111,146,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
653,271,PEQUEÑAS,157,146,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
654,271,PEQUEÑAS,157,146,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
655,271,PEQUEÑAS,157,146,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
656,105,GRIS,45,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
657,105,GRIS,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
658,105,GRIS,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
659,105,GRIS,46,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
660,105,GRIS,45,14,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
661,105,GRIS,45,14,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
662,105,GRIS,166,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
663,105,GRIS,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
664,105,GRIS,46,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
665,105,GRIS,46,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
666,105,GRIS,45,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
667,105,GRIS,112,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
668,105,GRIS,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
669,105,GRIS,46,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
670,122,ANCHO,45,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
671,122,ANCHO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
672,122,ANCHO,45,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
673,122,ANCHO,46,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
674,122,ANCHO,46,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
675,122,ANCHO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
676,122,ANCHO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
677,122,ANCHO,45,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
678,122,FINO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
680,122,FINO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
681,122,FINO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
682,122,FINO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
683,122,FINO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
684,122,FINO,74,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
685,122,FINO,45,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
686,152,SUPERIOR,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
687,152,SUPERIOR,2,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
688,152,SUPERIOR ,111,17,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
689,152,SUPERIOR ,111,18,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
690,152,SUPERIOR ,111,18,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
691,152,INFERIOR ,111,22,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
692,152,INFERIOR ,111,23,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
693,152,INFERIOR ,112,20,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
694,152,INFERIOR ,111,21,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
695,152,INFERIOR ,111,23,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
696,302,PUNTA FINA,45,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
697,302,PUNTA FINA,45,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
698,302,PUNTA FINA,74,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
699,302,PUNTA FINA,74,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
700,302,PUNTA FINA,46,39,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
701,302,PUNTA FINA,46,39,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
702,302,PUNTA FINA,46,39,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
703,302,CURVO,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
704,302,CURVO,46,39,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
705,302,CURVO,111,39,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
706,302,CURVO,45,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
707,302,PUNTA ANCHA,111,146,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
708,152,PEDIATRICO SUPERIOR,111,16,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,4,ghidalgo,B
