iIdBodegaSolicita,iIdMovimiento,iIdproducto,dCantidad,dCantidadAprobada,iIdProveedor,dValorUnitario,cEstado,bEstado,StockActual,NumFactura
1,29,70,3.0000,0.0000,6,0.0000,E,1,0.00,002-001-000049814
1,31,7,8.0000,8.0000,93,0.1000,E,1,13.00,002-001-001160
1,32,76,1.0000,1.0000,2,7.4700,E,1,1.00,004-001-0095914
1,32,78,1.0000,0.0000,2,0.0000,E,1,0.00,004-001-0095914
1,33,79,1.0000,1.0000,2,41.0100,E,1,1.00,004-001-0095914
1,34,80,24.0000,0.0000,22,0.1100,E,1,0.00,02032011
1,35,81,3.0000,3.0000,53,0.7200,E,1,3.00,02032011
1,35,83,3.0000,3.0000,53,0.7200,E,1,3.00,02032011
1,35,87,3.0000,3.0000,53,0.7200,E,1,3.00,02032011
1,52,7,8.0000,8.0000,93,0.2000,E,1,16.00,06062011
1,38,2,20.0000,20.0000,6,0.9000,E,1,20.00,002-001-000051113
1,38,3,5.0000,5.0000,6,1.0100,E,1,16.00,002-001-000051113
1,39,107,1.0000,1.0000,22,0.6800,E,1,1.00,076-041-00000600
1,39,108,1.0000,1.0000,22,1.9900,E,1,1.00,076-041-00000600
1,39,106,4.0000,4.0000,22,0.2600,E,1,4.00,076-041-00000600
1,39,41,2.0000,2.0000,22,1.2200,E,1,3.00,076-041-00000600
1,40,109,4.0000,4.0000,19,3.2400,E,1,4.00,001-001-000008461
1,40,110,24.0000,24.0000,19,2.8000,E,1,24.00,001-001-000008461
1,43,51,30.0000,30.0000,4,0.9000,E,1,30.00,001-001-000074822
1,44,4,20.0000,20.0000,35,1.4600,E,1,20.00,12042011
1,44,112,2.0000,2.0000,35,3.2500,E,1,2.00,12042011
1,46,109,4.0000,4.0000,19,3.2400,E,1,4.00,001-001-000008534
1,47,115,100.0000,100.0000,13,0.0700,E,1,100.00,002-001-000057111
1,50,2,5.0000,5.0000,6,0.0000,C,0,0.00,
1,53,2,15.0000,15.0000,6,0.8900,E,1,15.00,002-001-000053531
1,53,4,10.0000,10.0000,6,0.8600,E,1,10.00,002-001-000053531
1,55,14,10.0000,10.0000,2,0.4500,E,1,12.00,004-001-000107387
1,59,2,50.0000,50.0000,6,0.8400,E,1,50.00,002-001-000054321
1,59,4,3.0000,3.0000,6,0.8600,E,1,7.00,002-001-000054321
1,61,109,4.0000,4.0000,19,3.2400,E,1,4.00,001-001-000008788
1,62,122,6.0000,6.0000,22,0.7600,E,1,6.00,076-047-000027518
1,63,110,12.0000,12.0000,19,2.8000,E,1,31.00,001-001-000008788
1,64,120,4.0000,4.0000,10,0.4600,E,1,4.00,001-001-000030659
1,65,2,20.0000,20.0000,6,0.9000,E,1,39.00,002-001-000055262
1,65,120,4.0000,4.0000,10,0.0000,C,0,0.00,
1,66,4,15.0000,15.0000,4,1.0100,E,1,16.00,001-001-000085161
1,68,123,1.0000,1.0000,22,2.4900,E,1,1.00,076-013-000029121
1,68,124,2.0000,2.0000,22,2.4900,E,1,2.00,076-013-000029121
1,69,4,6.0000,6.0000,6,0.8600,E,1,11.00,002-001-000056119
1,69,111,1.0000,1.0000,6,0.2800,E,1,1.00,002-001-000056119
1,72,46,2.0000,2.0000,22,1.2700,E,1,2.00,16092011
1,72,52,2.0000,2.0000,22,4.2000,E,1,2.00,16092011
1,73,125,2.0000,2.0000,19,7.1100,E,1,2.00,001-001-000009183
1,74,2,15.0000,15.0000,6,0.9000,E,1,15.00,002-001-000056991
1,77,2,50.0000,50.0000,6,0.8400,E,1,51.00,002-001-000057742
1,77,3,20.0000,20.0000,3,1.4000,E,1,20.00,001-001-0011586
1,78,120,4.0000,4.0000,10,0.4600,E,1,4.00,09112011
1,79,110,24.0000,24.0000,19,2.8000,E,1,32.00,01-001-000009318
1,79,109,4.0000,4.0000,19,3.2400,E,1,5.00,01-001-000009318
1,81,130,2.0000,2.0000,16,1.6700,E,1,2.00,16112011
1,82,46,2.0000,2.0000,NULL,NULL,X,1,0.00,
1,89,46,2.0000,2.0000,22,1.4800,E,1,2.00,18012012
1,90,4,4.0000,4.0000,6,0.8600,E,1,7.00,002-001-000059321
1,93,4,5.0000,5.0000,3,1.2000,E,1,8.00,001-001-000016809
1,94,122,4.0000,4.0000,22,0.7400,E,1,6.00,076-049-000001518
1,95,141,3.0000,3.0000,22,2.8400,E,1,3.00,09032012
1,96,4,6.0000,6.0000,NULL,NULL,X,1,0.00,
1,98,109,4.0000,4.0000,19,3.2400,E,1,4.00,001-001-00010229
1,100,1,2.0000,2.0000,2,42.3400,E,1,2.00,009-001-000016603
1,101,79,1.0000,1.0000,2,43.0600,E,1,1.00,009-001-000017255
1,102,109,4.0000,4.0000,19,3.2400,E,1,5.00,001-001-000010402
1,103,142,2.0000,2.0000,22,0.9600,E,1,2.00,11042012
1,105,143,4.0000,4.0000,10,0.8800,E,1,4.00,001-001-000072006
1,4,9,1.0000,1.0000,4,6.6600,E,1,1.00,001-001-0058086
1,11,29,4.0000,4.0000,10,2.7500,E,1,4.00,001-001-0013778
1,12,31,5.0000,0.0000,6,0.0000,E,1,0.00,002-001-0047230
1,14,40,4.0000,4.0000,22,1.0000,E,1,4.00,076-022-0032907
1,14,44,2.0000,2.0000,22,0.6300,E,1,2.00,076-022-0032907
1,19,58,10.0000,10.0000,1,0.1600,E,1,10.00,001-001-0212052
1,19,5,30.0000,30.0000,1,0.0000,C,0,0.00,
1,39,52,5.0000,5.0000,22,2.3000,E,1,6.00,076-041-00000600
1,41,11,1.0000,1.0000,6,6.1600,E,1,1.00,002-001-000051952
1,44,113,4.0000,4.0000,35,1.2300,E,1,4.00,12042011
1,49,30,4.0000,4.0000,10,0.4600,E,1,4.00,001-001-0000016860
1,50,3,15.0000,15.0000,6,1.0100,E,1,15.00,002-001-000052723
1,54,28,4.0000,4.0000,10,2.2100,E,1,4.00,001-001-000020961
1,60,1,1.0000,1.0000,2,40.3200,E,1,1.00,004-001-000107387
1,66,51,15.0000,0.0000,4,0.0000,E,1,30.00,001-001-000085161
1,70,57,1.0000,1.0000,2,13.4100,E,1,1.00,009-001-000001765
1,72,41,2.0000,2.0000,22,1.1500,E,1,2.00,16092011
1,75,126,3.0000,3.0000,34,0.6500,E,1,3.00,12102011
1,77,51,40.0000,40.0000,3,1.0000,E,1,40.00,001-001-0011586
1,80,1,1.0000,1.0000,2,40.3200,E,1,1.00,009-001-000006071
1,84,46,2.0000,2.0000,22,1.3400,E,1,2.00,076-049-000060311
1,84,52,4.0000,4.0000,22,2.3000,E,1,4.00,076-049-000060311
1,91,79,1.0000,1.0000,2,41.0100,E,1,1.00,009-001-000010532
1,91,1,1.0000,1.0000,2,40.3200,E,1,1.00,009-001-000010532
1,92,10,2.0000,2.0000,4,69.8900,E,1,3.00,001-001-000097027
1,93,51,20.0000,20.0000,3,1.0000,E,1,29.00,001-001-000016809
1,93,120,4.0000,4.0000,10,0.4600,E,1,8.00,001-001-000059788
1,94,108,2.0000,2.0000,22,2.2400,E,1,3.00,076-049-000001518
1,94,138,2.0000,2.0000,22,2.8900,E,1,2.00,076-049-000001518
1,94,141,2.0000,2.0000,22,2.8400,E,1,2.00,076-049-000001518
1,94,52,2.0000,2.0000,22,2.3000,E,1,3.00,076-049-000001518
1,95,142,3.0000,3.0000,22,0.8500,E,1,3.00,09032012
1,97,120,4.0000,4.0000,10,0.4600,E,1,4.00,001-001-000063387
1,99,4,10.0000,10.0000,6,0.8600,E,1,10.00,001-001-000508914
1,101,4,10.0000,10.0000,2,0.9500,E,1,10.00,009-001-000017255
1,101,2,50.0000,50.0000,2,0.7600,E,1,50.00,009-001-000017255
1,101,51,30.0000,30.0000,2,0.9600,E,1,40.00,009-001-000017255
1,103,46,2.0000,2.0000,22,1.3400,E,1,2.00,11042012
1,106,109,4.0000,4.0000,19,3.2400,E,1,7.00,001-001-000010513
1,107,4,15.0000,15.0000,2,0.9600,E,1,15.00,009-001-000019348
1,108,142,6.0000,6.0000,22,0.8500,E,1,6.00,076-046-000014270
1,108,141,2.0000,2.0000,22,2.8500,E,1,2.00,076-046-000014270
1,108,52,4.0000,4.0000,22,2.0900,E,1,4.00,076-046-000014270
1,109,126,4.0000,4.0000,34,0.6500,E,1,4.00,23052012
1,110,7,8.0000,8.0000,93,0.1100,E,1,11.00,23052012
1,112,109,4.0000,4.0000,19,3.2400,E,1,8.00,001-001-000010705
1,113,120,4.0000,4.0000,10,0.4600,E,1,4.00,001-001-000077683
1,113,143,4.0000,4.0000,10,0.8700,E,1,4.00,001-001-000077683
1,114,146,2.0000,2.0000,1,37.5000,E,1,2.00,001-001-000274809
1,114,147,2.0000,2.0000,1,37.5000,E,1,2.00,001-001-000274809
1,115,142,6.0000,6.0000,22,0.8500,E,1,6.00,076-017-000017760
1,115,141,2.0000,2.0000,22,2.8400,E,1,2.00,076-017-000017760
1,115,138,2.0000,2.0000,22,2.5000,E,1,2.00,076-017-000017760
1,115,41,2.0000,2.0000,22,1.2000,E,1,3.00,076-017-000017760
1,115,136,1.0000,1.0000,22,2.5900,E,1,1.00,076-017-000017760
1,116,148,1.0000,1.0000,8,64.4000,E,1,1.00,002-001-000117427
1,118,150,4.0000,4.0000,19,0.5900,E,1,4.00,001-001-000010944
1,118,149,4.0000,4.0000,19,1.1500,E,1,4.00,001-001-000010944
1,121,151,1.0000,1.0000,22,2.3900,E,1,1.00,076-012-000024572
1,126,4,6.0000,6.0000,6,0.8600,E,1,13.00,002-001-000064580
1,130,141,2.0000,2.0000,22,2.8400,E,1,3.00,076-019-000025296
1,130,136,2.0000,2.0000,22,2.7400,E,1,3.00,076-019-000025296
1,132,150,4.0000,4.0000,19,0.5900,E,1,5.00,001-001-000011294
1,136,51,30.0000,30.0000,1,0.7600,E,1,33.00,001-001-000293698
1,144,4,8.0000,8.0000,NULL,NULL,X,1,0.00,
1,144,2,50.0000,50.0000,NULL,NULL,X,1,0.00,
1,147,41,5.0000,5.0000,22,1.0900,E,1,7.00,076-010-00039016
1,147,138,1.0000,1.0000,22,2.8400,E,1,2.00,076-010-00039016
1,147,122,2.0000,2.0000,22,0.7500,E,1,2.00,076-010-00039016
1,148,10,1.0000,1.0000,108,82.3800,E,1,1.00,003-001-000011582
1,149,122,6.0000,6.0000,22,0.7800,E,1,6.00,076-045-000048017
1,150,8,1.0000,1.0000,2,9.3700,E,1,1.00,009-001-000035709
1,153,148,5.0000,5.0000,107,62.7200,E,1,5.00,001-001-000040095
1,150,14,10.0000,10.0000,2,0.4700,E,1,10.00,009-001-000035709
1,154,136,2.0000,2.0000,22,2.9900,E,1,2.00,076-046-000000496
1,156,110,24.0000,24.0000,19,3.1300,E,1,58.00,001-001-000012345
1,156,150,4.0000,4.0000,19,0.5900,E,1,13.00,001-001-000012345
1,157,3,50.0000,50.0000,NULL,NULL,X,1,0.00,
1,159,47,6.0000,6.0000,4,1.4600,E,1,6.00,001-001-000129873
1,161,149,4.0000,4.0000,19,1.1500,E,1,16.00,001-001-000012491
1,161,145,4.0000,4.0000,19,1.4500,E,1,4.00,001-001-000012491
1,162,69,1.0000,1.0000,2,2.2400,E,1,1.00,009-001-000040447
1,163,136,2.0000,2.0000,NULL,NULL,X,1,0.00,
1,163,122,6.0000,6.0000,NULL,NULL,X,1,0.00,
1,163,41,2.0000,2.0000,NULL,NULL,X,1,0.00,
1,164,10,2.0000,2.0000,4,77.8400,E,1,2.00,001-001-000131920
1,165,51,30.0000,30.0000,1,0.6100,E,1,49.00,001-001-000315439
1,165,24,1.0000,1.0000,1,19.7900,E,1,1.00,001-001-000315439
1,166,141,2.0000,2.0000,22,2.8400,E,1,2.00,076-048-000008254
1,166,142,4.0000,4.0000,22,0.8500,E,1,4.00,076-048-000008254
1,166,41,2.0000,2.0000,22,1.3300,E,1,7.00,076-048-000008254
1,8,9,1.0000,1.0000,2,5.8600,E,1,2.00,004-001-0086797
1,15,48,10.0000,10.0000,4,1.0100,E,1,10.00,001-001-0062295
1,18,52,2.0000,2.0000,22,3.9900,E,1,2.00,076-048-50567
1,20,59,2.0000,2.0000,105,5.7100,E,1,2.00,001-001-0000605
1,27,68,4.0000,4.0000,22,0.3700,E,1,4.00,076-043-00019472
1,32,77,1.0000,1.0000,2,7.4700,E,1,1.00,004-001-0095914
1,35,95,9.0000,9.0000,53,0.7200,E,1,9.00,02032011
1,42,26,2.0000,2.0000,1,2.9700,E,1,2.00,001-001-000225630
1,58,112,3.0000,6.0000,106,1.0100,E,1,7.00,002-001-0000208
1,66,3,15.0000,15.0000,4,1.0100,E,1,15.00,001-001-000085161
1,67,123,1.0000,1.0000,NULL,NULL,X,1,0.00,
1,67,124,1.0000,1.0000,NULL,NULL,X,1,0.00,
1,86,133,12.0000,12.0000,35,0.3400,E,1,12.00,003-001-000000675
1,87,4,4.0000,4.0000,21,1.0700,E,1,6.00,001-001-0039537
1,88,3,55.0000,55.0000,6,0.9000,E,1,67.00,002-001-000058811
1,108,41,2.0000,2.0000,22,1.3600,E,1,4.00,076-046-000014270
1,113,145,4.0000,4.0000,10,1.2400,E,1,4.00,001-001-000077683
1,115,52,5.0000,5.0000,22,2.0600,E,1,8.00,076-017-000017760
1,120,41,2.0000,2.0000,NULL,NULL,X,1,0.00,
1,130,142,4.0000,4.0000,22,0.8500,E,1,6.00,076-019-000025296
1,131,4,6.0000,6.0000,2,0.9600,E,1,15.00,009-001-000027627
1,139,158,1.0000,1.0000,2,64.0800,E,1,1.00,009-001-000030761
1,145,149,4.0000,4.0000,19,1.1500,E,1,9.00,001-001-000011899
1,150,111,4.0000,4.0000,2,0.3500,E,1,4.00,009-001-000035709
1,154,41,2.0000,2.0000,22,1.5800,E,1,6.00,076-046-000000496
1,154,52,3.0000,3.0000,22,2.6900,E,1,3.00,076-046-000000496
1,155,121,10.0000,10.0000,1,1.0300,E,1,20.00,001-001-000312484
1,166,46,1.0000,1.0000,22,1.5500,E,1,1.00,076-048-000008254
1,167,160,12.0000,12.0000,NULL,NULL,X,1,0.00,
1,167,108,3.0000,3.0000,NULL,NULL,X,1,0.00,
1,168,108,3.0000,3.0000,22,2.2400,E,1,3.00,076-048-000012485
1,168,52,4.0000,4.0000,22,3.2800,E,1,5.00,076-048-000012485
1,169,4,10.0000,10.0000,2,0.9500,E,1,10.00,009-001-000042558
1,171,162,2000.0000,2000.0000,110,0.0300,E,1,2000.00,001-002-000020337
1,172,149,4.0000,4.0000,19,1.1500,E,1,19.00,001-001-000012884
1,172,150,4.0000,4.0000,19,0.8500,E,1,19.00,001-001-000012884
1,173,4,50.0000,50.0000,2,0.7600,E,1,50.00,009-001-000044772
1,174,42,5.0000,5.0000,22,1.4700,E,1,5.00,076-046-000012924
1,174,46,2.0000,2.0000,22,1.5500,E,1,2.00,076-046-000012924
1,174,138,2.0000,2.0000,22,2.1700,E,1,2.00,076-046-000012924
1,175,116,2.0000,2.0000,16,1.1600,E,1,2.00,019-002-000079920
1,182,126,6.0000,6.0000,111,0.8000,E,1,6.00,12062013
1,183,41,2.0000,2.0000,22,1.4700,E,1,10.00,076-044-000011636
1,183,136,2.0000,2.0000,22,2.8900,E,1,5.00,076-044-000011636
1,183,122,4.0000,4.0000,22,0.7500,E,1,5.00,076-044-000011636
1,183,46,2.0000,2.0000,22,1.5500,E,1,3.00,076-044-000011636
1,184,117,15.0000,15.0000,110,0.3900,E,1,15.00,001-002-000025227
1,185,141,2.0000,2.0000,22,2.8400,E,1,2.00,076-044-00012834
1,185,41,2.0000,2.0000,22,1.4600,E,1,10.00,076-044-00012834
1,190,51,50.0000,50.0000,NULL,NULL,X,1,0.00,
1,191,51,52.0000,52.0000,113,0.8700,E,1,52.00,001-001-000009144
1,192,7,10.0000,10.0000,93,0.1900,E,1,11.00,13082013
1,194,51,15.0000,15.0000,NULL,NULL,X,1,0.00,
1,194,4,6.0000,6.0000,NULL,NULL,X,1,0.00,
1,196,33,4.0000,4.0000,6,4.8200,E,1,4.00,002-001-000076024
1,201,51,50.0000,50.0000,NULL,NULL,X,1,0.00,
1,202,165,1.0000,1.0000,91,3.7600,E,1,1.00,024-004-000046835
1,204,46,2.0000,2.0000,22,1.5500,E,1,6.00,076-045-000028443
1,204,68,20.0000,20.0000,22,0.0400,E,1,21.00,076-045-000028443
1,205,130,5.0000,5.0000,16,1.9700,E,1,7.00,019-003-00024659
1,205,116,5.0000,5.0000,16,1.1700,E,1,5.00,019-003-00024659
1,208,46,1.0000,1.0000,NULL,NULL,X,1,0.00,
1,208,149,2.0000,2.0000,NULL,NULL,X,1,0.00,
1,208,145,1.0000,1.0000,NULL,NULL,X,1,0.00,
1,209,130,1.0000,1.0000,NULL,NULL,X,1,0.00,
1,211,122,3.0000,3.0000,22,0.6300,E,1,7.00,076-017-000027936
1,211,166,1.0000,1.0000,22,2.6300,E,1,1.00,076-017-000027936
1,211,40,1.0000,1.0000,22,0.4400,E,1,3.00,076-017-000027936
1,212,148,5.0000,5.0000,NULL,NULL,X,1,0.00,
1,212,153,1.0000,1.0000,NULL,NULL,X,1,0.00,
1,218,168,10.0000,10.0000,113,1.0000,E,1,10.00,001-001-00009696
1,219,161,40.0000,40.0000,10,0.4500,E,1,40.00,001-001-000155753
1,219,27,8.0000,8.0000,10,2.3100,E,1,8.00,001-001-000155753
1,221,167,24.0000,24.0000,19,2.4400,E,1,38.00,001-001-000014400
1,225,3,50.0000,0.0000,2,0.0000,E,1,10.00,09-001-000055407
1,225,4,20.0000,20.0000,2,0.9500,E,1,21.00,09-001-000055407
1,226,29,8.0000,8.0000,10,2.7500,E,1,8.00,001-001-000159991
1,228,109,4.0000,4.0000,19,2.9900,E,1,10.00,001-001-000014755
1,229,160,12.0000,12.0000,22,0.7500,E,1,12.00,076-012-000050504
1,230,3,50.0000,50.0000,2,0.8900,E,1,51.00,009-001-000057428
1,237,171,1.0000,1.0000,53,0.0000,E,1,1.00,16-01-2014
1,238,172,2000.0000,2000.0000,24,0.0900,E,1,2000.00,003-001-000000056
1,238,173,200.0000,200.0000,24,0.0900,E,1,200.00,003-001-000000056
1,239,41,2.0000,2.0000,22,1.3000,E,1,13.00,076-009-000053741
1,240,176,10.0000,10.0000,16,0.5200,E,1,10.00,019-001-000075583
1,240,181,30.0000,30.0000,16,0.2000,E,1,30.00,019-001-000075583
1,240,182,1.0000,1.0000,16,1.0800,E,1,1.00,019-001-000075583
1,240,180,1.0000,1.0000,16,1.2100,E,1,1.00,019-001-000075583
1,240,183,2.0000,2.0000,16,2.7800,E,1,2.00,019-001-000075583
1,240,67,1.0000,1.0000,16,1.2900,E,1,1.00,019-001-000075583
1,240,174,4.0000,4.0000,16,0.3300,E,1,4.00,019-001-000075583
1,240,175,1.0000,1.0000,16,2.0300,E,1,1.00,019-001-000075583
1,240,178,2.0000,2.0000,16,1.6700,E,1,2.00,019-001-000075583
1,240,179,10.0000,10.0000,16,0.4000,E,1,10.00,019-001-000075583
1,8,12,5.0000,5.0000,2,9.0700,E,1,5.00,004-001-0086797
1,8,16,5.0000,5.0000,2,0.1900,E,1,5.00,004-001-0086797
1,11,28,4.0000,4.0000,10,1.7900,E,1,4.00,001-001-0013778
1,13,39,5.0000,5.0000,1,0.7300,E,1,5.00,001-001-0209065
1,14,41,2.0000,2.0000,22,1.1600,E,1,2.00,076-022-0032907
1,23,2,25.0000,25.0000,6,0.8900,E,1,25.00,002-001-00048068
1,24,63,10.0000,10.0000,35,1.0800,E,1,10.00,001-001-000024027
1,35,91,1.0000,1.0000,53,0.7200,E,1,1.00,02032011
1,43,111,3.0000,0.0000,4,0.2200,E,1,0.00,001-001-000074822
1,47,116,6.0000,6.0000,13,0.3500,E,1,6.00,002-001-000057111
1,55,59,2.0000,2.0000,105,6.3300,E,1,2.00,001-001-000001012
1,76,127,1.0000,1.0000,2,7.4700,E,1,1.00,009-001-000004097
1,80,129,1.0000,1.0000,2,5.1600,E,1,1.00,009-001-000006071
1,82,122,4.0000,4.0000,NULL,NULL,X,1,0.00,
1,86,135,12.0000,12.0000,35,0.6200,E,1,12.00,003-001-000000675
1,91,14,12.0000,12.0000,2,0.4500,E,1,14.00,009-001-000010532
1,92,24,2.0000,2.0000,1,24.7400,E,1,2.00,001-001-000259262
1,94,137,1.0000,1.0000,22,2.7900,E,1,1.00,076-049-000001518
1,103,68,4.0000,4.0000,22,0.4000,E,1,4.00,11042012
1,103,41,2.0000,2.0000,22,1.3600,E,1,3.00,11042012
1,120,151,1.0000,1.0000,NULL,NULL,X,1,0.00,
1,121,41,2.0000,2.0000,22,1.2000,E,1,2.00,076-012-000024572
1,125,2,50.0000,50.0000,6,0.7600,E,1,52.00,002-001-000064580
1,132,109,4.0000,4.0000,19,3.2400,E,1,4.00,001-001-000011294
1,136,24,1.0000,1.0000,1,24.7400,E,1,1.00,001-001-000293698
1,142,149,4.0000,4.0000,19,1.1500,E,1,7.00,001-001-000011690
1,162,4,10.0000,10.0000,2,0.9500,E,1,17.00,009-001-000040447
1,167,122,4.0000,4.0000,NULL,NULL,X,1,0.00,
1,174,41,3.0000,3.0000,22,0.9800,E,1,9.00,076-046-000012924
1,185,136,2.0000,2.0000,22,2.8900,E,1,7.00,076-044-00012834
1,186,143,4.0000,4.0000,10,0.8500,E,1,8.00,001-001-000140700
1,193,69,1.0000,1.0000,2,2.2000,E,1,2.00,009-001-000050188
1,194,3,4.0000,4.0000,NULL,NULL,X,1,0.00,
1,194,111,4.0000,4.0000,NULL,NULL,X,1,0.00,
1,194,161,12.0000,12.0000,NULL,NULL,X,1,0.00,
1,195,150,1.0000,1.0000,NULL,NULL,X,1,0.00,
1,197,164,16.0000,16.0000,112,3.5400,E,1,38.00,002-001-000031012
1,198,12,1.0000,1.0000,2,0.4300,E,1,1.00,009-001-000050188
1,199,161,40.0000,40.0000,10,0.4300,E,1,48.00,001-001-000145032
1,203,117,20.0000,20.0000,110,0.3900,E,1,20.00,001-002-000029941
1,204,122,4.0000,4.0000,22,0.7400,E,1,6.00,076-045-000028443
1,206,126,6.0000,6.0000,111,0.8000,E,1,12.00,13082013
1,207,3,6.0000,6.0000,NULL,NULL,X,1,0.00,
1,207,111,2.0000,2.0000,NULL,NULL,X,1,0.00,
1,207,69,1.0000,1.0000,NULL,NULL,X,1,0.00,
1,208,164,3.0000,3.0000,NULL,NULL,X,1,0.00,
1,208,138,1.0000,1.0000,NULL,NULL,X,1,0.00,
1,209,7,1.0000,1.0000,NULL,NULL,X,1,0.00,
1,210,109,8.0000,8.0000,19,3.2400,E,1,8.00,001-001-000013765
1,211,41,2.0000,2.0000,22,1.4700,E,1,10.00,076-017-000027936
1,217,167,24.0000,24.0000,19,2.4400,E,1,24.00,001-001-000014011
1,221,109,24.0000,2.0000,19,3.2400,E,1,6.00,001-001-000014400
1,221,109,4.0000,2.0000,19,3.2400,E,1,6.00,001-001-000014400
1,223,138,2.0000,2.0000,22,3.0200,E,1,3.00,076-046-000033244
1,229,138,2.0000,2.0000,22,3.0200,E,1,4.00,076-012-000050504
1,230,2,25.0000,25.0000,2,0.7500,E,1,46.00,009-001-000057428
1,231,11,1.0000,1.0000,6,8.0700,E,1,1.00,002-001-000079387
1,231,47,10.0000,10.0000,6,1.6300,E,1,10.00,002-001-000079387
1,232,161,40.0000,40.0000,10,0.4500,E,1,60.00,001-001-000165624
1,233,109,4.0000,4.0000,19,3.2400,E,1,9.00,001-001-000015070
1,234,122,6.0000,6.0000,22,0.7500,E,1,8.00,076-047-000055291
1,234,41,2.0000,2.0000,22,1.4700,E,1,13.00,076-047-000055291
1,234,166,2.0000,2.0000,22,2.6300,E,1,2.00,076-047-000055291
1,235,170,100.0000,100.0000,16,0.1200,E,1,100.00,019-003-000034247
1,236,117,20.0000,20.0000,110,0.3800,E,1,34.00,001-002-00039981
1,237,18,2.0000,2.0000,53,0.0000,E,1,9.00,16-01-2014
1,239,141,1.0000,1.0000,22,2.8500,E,1,1.00,076-009-000053741
1,239,139,1.0000,1.0000,22,2.0500,E,1,1.00,076-009-000053741
1,240,177,3.0000,3.0000,16,0.2100,E,1,3.00,019-001-000075583
1,241,3,8.0000,8.0000,53,0.0000,E,1,46.00,27012014
1,241,4,1.0000,1.0000,53,0.0000,E,1,16.00,27012014
1,241,51,5.0000,5.0000,53,0.0000,E,1,24.00,27012014
1,241,119,2.0000,2.0000,53,0.0000,E,1,12.00,27012014
1,242,161,40.0000,40.0000,10,0.4300,E,1,64.00,001-001-000171571
1,242,145,4.0000,4.0000,10,1.2400,E,1,4.00,001-001-000171571
1,243,51,50.0000,49.0000,2,0.6900,E,1,73.00,009-001-000059700
1,244,110,24.0000,24.0000,19,3.2700,E,1,28.00,001-001-000015415
1,245,184,200.0000,200.0000,16,0.0300,E,1,200.00,005-005-000263404
1,246,185,100.0000,100.0000,16,0.0200,E,1,100.00,005-005-000263404
1,247,7,20.0000,20.0000,93,0.3400,E,1,20.00,05032014
1,248,109,8.0000,8.0000,19,3.2400,E,1,10.00,001-001-000015822
1,249,2,20.0000,20.0000,2,0.7600,E,1,29.00,009-001-000061859
1,249,4,15.0000,15.0000,2,0.9600,E,1,19.00,009-001-000061859
1,250,161,30.0000,40.0000,10,0.4300,E,1,72.00,001-001-0000177282
1,250,27,4.0000,4.0000,10,2.3100,E,1,10.00,001-001-0000177282
1,250,28,4.0000,4.0000,10,2.1300,E,1,4.00,001-001-0000177282
1,251,172,1000.0000,0.0000,24,0.0000,E,1,4000.00,10072014
1,252,160,12.0000,12.0000,22,0.4900,E,1,12.00,076-049-00008664
1,252,141,2.0000,2.0000,22,2.8400,E,1,2.00,076-049-00008664
