iIdActivo,sDescripcion,vDescripcionExtendida,sMarca,sModelo,vNumerodeSerie,sFamilia,vFactura,sProveedor,dFechaAdquisicion,dValorAdquisicion,sClase,sUso,sEstadoFisico,sUbicacion,vResponsable,bTieneGarantia,dFechaDesdeG,dFechaHastaG,bEgresado,vUsuarioAut,vMotivoEgreso,sCondicion,dFechaEgreso
945,140,METALICA,111,146,PA,3,SF,1,2007-06-05 00:00:00,2.00,1,1,1,15,NQUINDE,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
946,139, PF 14 METALICA,157,146,PA,3,SF,1,2007-06-05 00:00:00,17.81,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
947,36,METALICO,157,146,PA,3,SF,1,2007-06-05 00:00:00,2.00,1,1,1,4,mmiranda,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
948,36,METALICO,157,146,PA,3,SF,1,2007-06-05 00:00:00,2.00,1,1,1,4,mmiranda,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
949,105,Ninguno,47,146,PA,3,SF,1,2007-06-05 00:00:00,2.00,1,1,1,18,gquishpe,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
950,324,RECTA,45,146,PA,3,SF,1,2007-06-05 00:00:00,2.90,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,D,1,2010-01-26 11:06:00
951,338,METALICA,157,146,PA,3,SF,1,2007-06-05 00:00:00,1.57,1,1,1,4,mmiranda,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
952,338,METALICA,157,146,PA,3,SF,1,2007-06-05 00:00:00,1.57,1,1,1,4,mmiranda,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
953,270,METALICO,184,146,PA,3,SF,1,2007-06-05 00:00:00,2.00,1,1,1,15,NQUINDE,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
954,164,METALICA,80,146,PA,3,SF,1,2007-06-05 00:00:00,17.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
955,294,METALICO,157,146,PA,3,SF,1,2007-06-05 00:00:00,8.00,1,1,1,4,mmiranda,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
956,294,METALICO,157,146,PA,3,SF,1,2007-06-05 00:00:00,8.00,1,1,1,4,mmiranda,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
957,286,BEIGE,185,146,E128811,6,SF,1,2007-06-05 00:00:00,6.00,1,1,1,18,gquishpe,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
958,34,BLANCO CON NEGRO,130,146,PA,4,SF,1,2007-06-05 00:00:00,50.00,1,1,1,10,rmoreira,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
959,131,BLANCO CON NEGRO,130,33,PA,4,SF,1,2007-06-05 00:00:00,80.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2014-11-18 10:52:00
960,221,CAFÉ CON CAJON,157,110,PA,4,SF,1,2007-06-05 00:00:00,80.00,1,1,1,12,susana,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
961,83,HORIZONTALES PLOMO 2MTS X 2MTS,157,146,PA,4,SF,1,2007-06-05 00:00:00,100.00,1,1,1,8,JAQUISHPE,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
962,299,YUTE GRIS,130,146,PA,4,SF,1,2007-06-05 00:00:00,20.00,1,1,1,8,JAQUISHPE,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
963,299,YUTE GRIS,130,146,PA,4,SF,1,2007-06-05 00:00:00,20.00,1,1,1,8,JAQUISHPE,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
964,299,YUTE AZUL GIRATORIA C/B,130,146,PA,4,SF,1,2007-06-05 00:00:00,80.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2014-11-19 09:44:00
965,221,BLANCO,50,146,PA,4,SF,1,2007-06-05 00:00:00,80.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2012-03-20 12:10:00
966,313,METALICO,157,146,PA,1,SF,1,2007-06-05 00:00:00,24.00,1,1,1,8,JAQUISHPE,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
967,45,METALICA AZUL,70,43,135663,2,SF,1,2007-06-05 00:00:00,200.00,1,1,1,8,JAQUISHPE,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
968,317,METALICO,190,146,PA,2,SF,1,2007-06-05 00:00:00,80.00,1,1,1,8,JAQUISHPE,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
969,163,MATRICIAL,60,41,I4LY231051,7,SF,1,2007-06-05 00:00:00,45.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
970,360,BLANCO,74,146,PA,7,SF,1,2007-06-05 00:00:00,18.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2018-07-31 10:28:00
971,113,BLANCO CON CELESTE,74,146,YRLR1,6,SF,1,2007-06-05 00:00:00,120.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,D,1,2013-05-29 10:23:00
972,221,AEREO DE PARED COLOR NEGRO /GRIS,74,6,PA,4,SF,1,2007-06-05 00:00:00,80.00,1,1,1,17,vherreria,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
973,159,PLATEADA,168,146,PA,4,SF,16,2007-06-05 00:00:00,10.00,1,1,1,17,vherreria,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
974,309,NEGRA,231,229,Q5171369,6,SF,16,2007-06-05 00:00:00,40.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2018-07-31 10:14:00
975,84,ESCRITORIO Y MESA PARA PC 3 CAJONES,74,146,PA,4,SF,1,2007-06-05 00:00:00,600.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,V,1,2012-10-30 11:48:00
976,299,METALICA CUERINA NEGRA,74,146,PA,4,SF,1,2007-06-05 00:00:00,20.00,1,1,1,9,rmoreira,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
977,299,METALICA CUERINA NEGRA,74,146,PA,4,SF,1,2007-06-05 00:00:00,20.00,1,1,1,9,rmoreira,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
978,299,METALICA CUERINA NEGRA,74,146,PA,4,SF,1,2007-06-05 00:00:00,20.00,1,1,1,9,rmoreira,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
979,299,YUTE AZUL GIRATORIA S/B,74,146,PA,4,SF,1,2007-06-05 00:00:00,20.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2012-11-22 11:10:00
980,86,DE LA VIRGEN,74,146,PA,1,SF,1,2007-06-05 00:00:00,45.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2012-10-30 11:53:00
981,86,DE ODONTOLOGIA,74,146,PA,1,SF,1,2007-06-05 00:00:00,10.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2018-07-31 09:32:00
982,86,PAISAJE CASA ,74,146,PA,1,SF,1,2007-06-05 00:00:00,10.00,1,1,1,10,rmoreira,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
983,313,BLANCO PEQUEÑO C/T,74,146,PA,1,SF,1,2007-06-05 00:00:00,24.00,1,1,1,9,rmoreira,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
984,79,Ninguno,157,146,PA,2,SF,1,2007-06-05 00:00:00,450.00,1,1,1,13,NQUINDE,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
985,85,NEGRO SERVIDOR,74,127,85-128834-700,7,SF,1,2007-06-05 00:00:00,450.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2018-07-31 09:19:00
986,225, BLANCO SERVIDOR,100,149,201AC05201,7,SF,1,2007-06-05 00:00:00,80.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2011-04-11 10:23:00
987,319,BLANCO SERVIDOR,10,80,20928443,7,SF,1,2007-06-05 00:00:00,25.00,1,1,1,17,vherreria,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
988,229,NEGRO SERVIDOR,75,84,120495304844,7,SF,1,2007-06-05 00:00:00,10.00,1,1,1,17,vherreria,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
989,332,BLANCO SERVIDOR,183,120,9241A00M466300464,7,SF,1,2007-06-05 00:00:00,90.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2018-07-31 10:28:00
990,74,METALICA BLANCA,136,157,KX-TEM824,7,SF,1,2007-06-05 00:00:00,604.80,1,1,1,16,gquishpe,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
991,163,BEIGE INYECCION,82,60,US69L1307G,7,SF,1,2007-06-05 00:00:00,80.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2012-10-19 11:59:00
992,332, BLANCO USUARIO,183,119,FC2594754,7,SF,1,2007-06-05 00:00:00,90.00,1,1,1,8,JAQUISHPE,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
993,85, NEGRO USUARIO,74,127,45-654-074-142,7,SF,1,2007-06-05 00:00:00,450.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2018-07-31 09:19:00
994,225,NEGRO PANTALLA PLANA USUA,100,238,410KGDX2F282,7,SF,1,2007-06-05 00:00:00,200.00,1,1,1,18,gquishpe,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
995,319, NEGRO USUARIO,75,92,ZM5B40031582,7,SF,1,2007-06-05 00:00:00,25.00,1,1,1,15,NQUINDE,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,D,1,2019-05-21 10:31:00
996,229, NEGRO USUARIO,132,233,10021428,7,SF,1,2007-06-05 00:00:00,10.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2018-07-31 10:00:00
997,234, NEGRO CON GRIS,10,108,4070723 RTI,7,SF,1,2007-06-05 00:00:00,15.00,1,1,1,15,NQUINDE,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
998,53,NEGRO,119,234,12660332590745683030000,7,SF,1,2007-06-05 00:00:00,100.00,1,1,1,17,vherreria,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
999,310, GRIS CON NARANJA (ROUTER),49,235,BD0G43C001110,7,SF,1,2007-06-05 00:00:00,50.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2018-07-31 10:14:00
1000,296,GRIS CON NARANJA,49,236,B2A32530102-83,7,SF,1,2007-06-05 00:00:00,50.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2018-07-31 10:13:00
1001,321,2 LINEAS,136,97,7FBTB163441,7,SF,1,2007-06-05 00:00:00,60.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2018-07-31 10:19:00
1002,65,VERDE Y GRIS,49,146,PA,7,SF,1,2007-06-05 00:00:00,25.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2018-08-06 09:55:00
1003,162,BEIGE INYECCION,19,158,8271,7,SF,1,2007-06-05 00:00:00,15.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2018-07-31 09:51:00
1004,73,METALICA BLANCA,138,146,PA,6,SF,1,2007-06-05 00:00:00,200.00,1,1,1,16,gquishpe,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
1005,309,BEIGE 2 COLORES,15,134,PA,6,SF,1,2007-06-05 00:00:00,40.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2012-10-10 12:01:00
1006,63,POWER SHOT,27,45,1020266650,6,SF,1,2007-06-05 00:00:00,200.00,1,1,1,10,rmoreira,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
1007,217,NEGRO Y PLOMO SERVIDOR,157,146,PA,4,SF,1,2007-06-05 00:00:00,25.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
1008,336,PARA MESA DE COMPUTACION,157,146,PA,4,SF,1,2007-06-05 00:00:00,20.00,1,1,1,17,vherreria,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
1009,131,EN L  4 CAJONES,157,146,PA,4,SF,1,2007-06-05 00:00:00,80.00,1,1,1,17,vherreria,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
1010,336,PARA ESCRITORIO,157,146,PA,4,SF,1,2007-06-05 00:00:00,20.00,1,1,1,17,vherreria,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
1011,359,METALICO NEGRO,224,146,PA,7,SF,1,2007-06-05 00:00:00,150.00,1,1,1,17,vherreria,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
1012,336,"1,50 x 0.65",157,146,PA,4,SF,1,2007-06-05 00:00:00,20.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2018-08-01 09:36:00
1013,221, AEREO NEGRO CON PUERTA AZUL,157,146,PA,4,SF,1,2007-06-05 00:00:00,80.00,1,1,1,17,vherreria,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
1014,221,LIBRERO BLANCO PUERTA DE VIDRIO Y MADERA,157,146,PA,4,SF,1,2007-06-05 00:00:00,80.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2014-01-07 12:45:00
1015,30,CAFÉ 4 GAVETAS MADERA,157,146,PA,4,SF,1,2007-06-05 00:00:00,100.00,1,1,1,17,vherreria,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
1016,299,YUTE AZUL GIRATORIA C/B,157,146,PA,4,SF,1,2007-06-05 00:00:00,80.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2011-04-08 09:53:00
1017,299,YUTE GRIS ,157,146,PA,4,SF,1,2007-06-05 00:00:00,20.00,1,1,1,10,rmoreira,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
1018,299,YUTE GRIS ,157,146,PA,4,SF,1,2007-06-05 00:00:00,20.00,1,1,1,10,rmoreira,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
1019,221,BLANCO 2 PUERTAS MADERA,157,146,PA,4,SF,1,2007-06-05 00:00:00,80.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,sandrita,R,1,2012-10-30 11:50:00
1020,233,2 PISOS ENTRADA/SALIDA AZUL,157,146,PA,4,SF,1,2007-06-05 00:00:00,20.00,1,1,1,17,vherreria,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
1021,323,MONITOR DE PRESION ARTERIAL,157,113,20041A0137029705,5,SF,1,2007-06-05 00:00:00,35.00,1,1,1,18,gquishpe,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
1022,86,TITULO DE ODONTOLOGO ,52,146,PA,1,SF,1,2007-06-05 00:00:00,10.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,D,1,2012-11-15 11:35:00
1023,163,"MULTIFUNCION, FAX, COPIADORA",98,164,0246Y439614,7,SF,1,2007-06-05 00:00:00,65.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2018-07-31 09:57:00
1024,225,FLATRON FLAT PANEL,100,101,60IMXBP10509,7,SF,1,2007-06-05 00:00:00,200.00,1,1,1,14,vherreria,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
1025,85,INTEL-NEGRO,150,127,E85-04094456,7,SF,1,2007-06-05 00:00:00,450.00,1,1,1,15,NQUINDE,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
1026,319,GRIS-NEGRO,75,94,ZCA634501028,7,SF,1,2007-06-05 00:00:00,25.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2018-07-31 10:19:00
1027,234,GRIS-NEGRO,75,147,ZF6Z1A020248,7,SF,1,2007-06-05 00:00:00,15.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,D,1,2015-07-07 09:30:00
1028,229,GRIS-NEGRO,75,117,123445309380,7,SF,1,2007-06-05 00:00:00,10.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2018-07-31 09:59:00
1029,332,NEGRO,29,59,050712-1295621,7,SF,1,2007-06-05 00:00:00,50.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2018-07-31 10:27:00
1030,209,DATAFAST GRIS   TECLAS COLORES,187,52,767618520,7,SF,1,2007-06-05 00:00:00,50.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
1031,163,BEIGE,59,107,ETUY268123,7,SF,1,2007-06-05 00:00:00,45.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
1032,226,BLANCO  Y NEGRO,64,146,PA,7,SF,1,2007-06-05 00:00:00,150.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2018-07-31 09:48:00
1033,358,GRIS CON 1 BOTON,64,146,PA,7,SF,1,2007-06-05 00:00:00,150.00,1,1,1,7,VGAVILANES,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
1034,321,Y CAJA DE CONTROL AZUL-NEGRO,120,159,10801989256,7,SF,1,2007-06-05 00:00:00,100.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2018-07-31 10:19:00
1035,321,CONMUTADOR BEIGE,136,98,6KBSC531985,7,SF,1,2007-06-05 00:00:00,80.00,1,1,1,15,NQUINDE,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2018-10-16 11:18:00
1036,320,BLANCA,138,146,PA,7,SF,1,2007-06-05 00:00:00,25.00,1,1,1,9,rmoreira,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
1037,119,PLASTICO TRANSPARENTE CUADRADO,63,146,15186737,1,SF,1,2007-06-05 00:00:00,50.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,D,1,2016-02-15 09:59:00
1038,113,BLANCO FIC  ,105,74,9704EE05358,6,SF,1,2007-06-05 00:00:00,88.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2010-05-10 10:34:00
1039,208,GRIS - NEGRO,136,96,KX-R305,6,SF,1,2007-06-05 00:00:00,120.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
1040,210,GRIS,122,146,PA,6,SF,1,2007-06-05 00:00:00,10.00,1,1,1,7,VGAVILANES,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
1041,210,GRIS NEGRO,37,146,PA,6,SF,1,2007-06-05 00:00:00,10.00,1,1,1,7,VGAVILANES,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
1042,62,GRIS,131,57,NOM-335,6,SF,1,2007-06-05 00:00:00,3.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,D,1,2016-02-12 11:43:00
1043,322,21" GRIS,100,146,6710V00090H,6,SF,1,2007-06-05 00:00:00,120.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2012-10-30 11:54:00
1044,62,GRIS,15,146,DT395,4,SF,1,2007-06-05 00:00:00,10.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2018-07-31 09:18:00
1045,67,MADERA AZUL,74,146,PA,4,SF,1,2007-06-05 00:00:00,8.00,1,1,1,7,VGAVILANES,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
1046,301,GRIS 3 PERSONAS,130,146,PA,4,SF,1,2007-06-05 00:00:00,100.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,V,1,2013-11-05 11:27:00
1047,301,GRIS 3 PERSONAS,130,146,PA,4,SF,1,2007-06-05 00:00:00,100.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,V,1,2013-11-05 11:26:00
1048,301,GRIS 2 PERSONAS,130,146,PA,4,SF,1,2007-06-05 00:00:00,80.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,V,1,2013-11-05 11:27:00
1049,30,AEREO 6 CAJONES BLANCO 4 PUERTAS,74,110,PA,4,SF,1,2007-06-05 00:00:00,80.00,1,1,1,7,VGAVILANES,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
1050,30,4 CAJONES BLANCO,74,110,PA,4,SF,1,2007-06-05 00:00:00,80.00,1,1,1,7,VGAVILANES,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
1051,34,3 CAJONES BLANCO,74,110,PA,4,SF,1,2007-06-05 00:00:00,50.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2013-11-25 11:51:00
1052,84,3 CAJONES BLANCO CON GRIS,74,111,PA,4,SF,1,2007-06-05 00:00:00,400.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,V,1,2013-11-05 11:25:00
1053,159,METALICA COLOR PLATA,153,132,PA,4,SF,1,2007-06-05 00:00:00,10.00,1,1,1,10,rmoreira,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
1054,238,METALICA COLOR ROJO,153,40,PA,4,SF,1,2007-06-05 00:00:00,5.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2018-07-31 10:04:00
1055,171,AMERICAN ORTHODONTIC CATALOGO PRODUCTOS ,157,146,PA,1,SF,1,2007-06-05 00:00:00,20.00,1,1,1,10,rmoreira,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
1056,171,APARATOLGIA ORTODONTICA 2da EDICION G B,157,146,PA,1,SF,1,2007-06-05 00:00:00,20.00,1,1,1,10,rmoreira,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
1057,171,CIRUGIA MAXILO FACIAL DR MIGUEL TENORIO,157,146,PA,1,SF,1,2007-06-05 00:00:00,20.00,1,1,1,10,rmoreira,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
1058,171,CLCC PUBLICACION INT DE ODONTOLOGIA 10 T AÑO 92,152,146,PA,1,SF,1,2007-06-05 00:00:00,20.00,1,1,1,10,rmoreira,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
1059,171,CLCC PUBLICACIN INT DE ODONTOLGIA 10 T AÑO 94,152,146,PA,1,SF,1,2007-06-05 00:00:00,20.00,1,1,1,10,rmoreira,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
1060,171,CLCC DICCIONARIO ENCICLOPEDIA 5 TOMOS,57,146,PA,1,SF,1,2007-06-05 00:00:00,20.00,1,1,1,10,rmoreira,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
1061,171,COMO DECLARAR EL IVA EC. FULTON ZAMBRANO,157,146,PA,1,SF,1,2007-06-05 00:00:00,20.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,D,1,2010-01-26 11:06:00
1062,171,DIAGNOSTICO PRACT DE OCLUSION D LA SIERRA,157,146,PA,1,SF,1,2007-06-05 00:00:00,20.00,1,1,1,10,rmoreira,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
1063,171,DICC ESPECIALIDAD ODONTLGICA EDICION 2006 T P,157,146,PA,1,SF,1,2007-06-05 00:00:00,20.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,D,1,2010-01-26 11:07:00
1064,171,ENCICLOPEDIA DEL ECUADOR OCEANO,157,146,PA,1,SF,1,2007-06-05 00:00:00,20.00,1,1,1,10,rmoreira,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
1065,171,FUNDMENTOS DE FARMACOLOGIA MEDICA E S.R.  E,157,146,PA,1,SF,1,2007-06-05 00:00:00,20.00,1,1,1,10,rmoreira,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
1066,171,GUIA DE FACTURACION LIC. GILBERTO SANCHEZ C.,157,146,PA,1,SF,1,2007-06-05 00:00:00,20.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,D,1,2010-01-26 11:07:00
1067,171,GUIA PRESCRIP ODONTOLOGIA 2003-2004 T P,157,146,PA,1,SF,1,2007-06-05 00:00:00,20.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,D,1,2009-02-05 10:34:00
